layout,targets,mean_error_mm,rmse_error_mm,max_error_mm,average_transmission_efficiency
inset_070,841,0.10549740418813658,0.12753983213265643,0.4995734830072794,0.5855240064823941
inset_075,841,0.10624424835878553,0.12733230019065833,0.5108230832155807,0.5785188530134971
inset_080,841,0.10264809620918737,0.12304144534844216,0.38596105585683244,0.570362226237553
inset_085,841,0.09718243322838489,0.1142966039246809,0.34737725550356574,0.5609317571469539
inset_090,841,0.0982626629991581,0.11737787817270066,0.3983279392139186,0.55017960691054
inset_095,841,0.10007624508411231,0.11852630795450723,0.4957072545412099,0.5384040477419085
inset_100,841,0.10166344202374245,0.12504545377227108,0.5058471843038603,0.525562721698411
inset_105,841,0.10631102143194518,0.1309693122971418,0.5080229030704887,0.5116930681692707
inset_110,841,0.10978313381785644,0.13494813145426005,0.5331543782090015,0.49709691220377156
